crime,number,date,location,beat,neighborhood,npu,lat,long,Month,Day,Year,latLong,name,rating,vicinity,price level,user_ratings_total,store count,new_column
BURGLARY-RESIDENCE,161901603,07/08/2016,75 INMAN CIR NE,502,Ansley Park,E,33.79,-84.38,7,8,2016,"33.79,-84.38",,,,,,3,store count
BURGLARY-RESIDENCE,161891192,07/07/2016,39 THE PRADO NE,502,Ansley Park,E,33.79,-84.38,7,7,2016,"33.79,-84.38",,,,,,3,store count
BURGLARY-RESIDENCE,162811503,10/07/2016,3045 MIDDLETON RD NW,111,,I,33.75,-84.49,10,7,2016,"33.75,-84.49",,,,,,3,store count
BURGLARY-RESIDENCE,162791185,10/05/2016,94 ALLEN TEMPLE CT NW,111,,I,33.75,-84.49,10,5,2016,"33.75,-84.49",,,,,,3,store count
BURGLARY-RESIDENCE,163352254,11/30/2016,3294 CUSHMAN CIR SW,406,,I,33.75,-84.49,11,30,2016,"33.75,-84.49",,,,,,3,store count
BURGLARY-RESIDENCE,163332016,11/28/2016,21 ALLEN TEMPLE CT NW,111,,I,33.75,-84.49,11,28,2016,"33.75,-84.49",,,,,,3,store count
BURGLARY-RESIDENCE,160280919,01/28/2016,2987 MIDDLETON RD NW,111,,I,33.75,-84.49,1,28,2016,"33.75,-84.49",,,,,,3,store count
BURGLARY-RESIDENCE,160131389,01/13/2016,94 ALLEN TEMPLE CT NW,111,,I,33.75,-84.49,1,13,2016,"33.75,-84.49",,,,,,3,store count
BURGLARY-RESIDENCE,160051741,01/05/2016,3046 MIDDLETON RD NW,111,,I,33.75,-84.49,1,5,2016,"33.75,-84.49",,,,,,3,store count
BURGLARY-RESIDENCE,160491789,02/18/2016,155 LYNHURST DR SW,406,,I,33.75,-84.49,2,18,2016,"33.75,-84.49",,,,,,3,store count
BURGLARY-RESIDENCE,160473152,02/16/2016,3164 CUSHMAN CIR SW,406,,I,33.75,-84.49,2,16,2016,"33.75,-84.49",,,,,,3,store count
BURGLARY-RESIDENCE,160912897,03/31/2016,3150 REEVES CIR NW ,111,,I,33.75,-84.49,3,31,2016,"33.75,-84.49",,,,,,3,store count
BURGLARY-RESIDENCE,161332438,05/12/2016,21 ALLEN TEMPLE CT NW,111,,I,33.75,-84.49,5,12,2016,"33.75,-84.49",,,,,,3,store count
BURGLARY-RESIDENCE,161762166,06/24/2016,58 ALLEN TEMPLE CT NW,111,,I,33.75,-84.49,6,24,2016,"33.75,-84.49",,,,,,3,store count
BURGLARY-RESIDENCE,161622010,06/10/2016,2952 MIDDLETON RD NW,111,,I,33.75,-84.49,6,10,2016,"33.75,-84.49",,,,,,3,store count
BURGLARY-RESIDENCE,162022117,07/20/2016,21 ALLEN TEMPLE CT NW,111,,I,33.75,-84.49,7,20,2016,"33.75,-84.49",,,,,,3,store count
BURGLARY-RESIDENCE,162221723,08/09/2016,62 HARWELL RD NW,111,,I,33.75,-84.49,8,9,2016,"33.75,-84.49",,,,,,3,store count
BURGLARY-RESIDENCE,162140597,08/01/2016,105 ALLEN TEMPLE CT NW,111,,I,33.75,-84.49,8,1,2016,"33.75,-84.49",,,,,,3,store count
BURGLARY-RESIDENCE,163310187,11/26/2016,721 COOPER ST SW,303,Mechanicsville,V,33.74,-84.4,11,26,2016,"33.74,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,163272376,11/22/2016,455 FULTON ST SW,303,Mechanicsville,V,33.74,-84.4,11,22,2016,"33.74,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,163202892,11/15/2016,490 GLENN ST SW,303,Mechanicsville,V,33.74,-84.4,11,15,2016,"33.74,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,160292275,01/29/2016,620 IRA ST SW,303,Mechanicsville,V,33.74,-84.4,1,29,2016,"33.74,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,160273219,01/28/2016,540 HUMPHRIES ST SW,303,Mechanicsville,V,33.74,-84.4,1,28,2016,"33.74,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,160253057,01/25/2016,520 FULTON ST SW,303,Mechanicsville,V,33.74,-84.4,1,25,2016,"33.74,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,160211342,01/21/2016,620 IRA ST SW,303,Mechanicsville,V,33.74,-84.4,1,21,2016,"33.74,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,160022442,01/02/2016,540 HUMPHRIES ST SW,303,Mechanicsville,V,33.74,-84.4,1,2,2016,"33.74,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,163600721,12/25/2016,699 FORMWALT ST SW,303,Mechanicsville,V,33.74,-84.4,12,25,2016,"33.74,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,163450702,12/10/2016,550 WINDSOR ST SW,303,Mechanicsville,V,33.74,-84.4,12,10,2016,"33.74,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,163400880,12/05/2016,626 FORMWALT ST SW,303,Mechanicsville,V,33.74,-84.4,12,5,2016,"33.74,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,160551836,02/24/2016,374 BASS ST SW,303,Mechanicsville,V,33.74,-84.4,2,24,2016,"33.74,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,160401558,02/09/2016,297 GLENN ST SW,303,Mechanicsville,V,33.74,-84.4,2,9,2016,"33.74,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,160331457,02/02/2016,585 MCDANIEL ST SW,303,Mechanicsville,V,33.74,-84.4,2,2,2016,"33.74,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,160882322,03/28/2016,555 MCDANIEL ST SW,303,Mechanicsville,V,33.74,-84.4,3,28,2016,"33.74,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,160752227,03/15/2016,505 FULTON ST SW,303,Mechanicsville,V,33.74,-84.4,3,15,2016,"33.74,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,160732127,03/13/2016,540 HUMPHRIES,303,Mechanicsville,V,33.74,-84.4,3,13,2016,"33.74,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,160671205,03/07/2016,259 RICHARDSON ST SW,303,Mechanicsville,V,33.74,-84.4,3,7,2016,"33.74,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,161160507,04/25/2016,515 FULTON ST SW,303,Mechanicsville,V,33.74,-84.4,4,25,2016,"33.74,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,161121957,04/21/2016,272 GLENN ST SW,303,Mechanicsville,V,33.74,-84.4,4,21,2016,"33.74,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,161110094,04/20/2016,515 FULTON ST SW,303,Mechanicsville,V,33.74,-84.4,4,20,2016,"33.74,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,161081943,04/17/2016,561 FORMWALT ST SW,303,Mechanicsville,V,33.74,-84.4,4,17,2016,"33.74,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,161021214,04/11/2016,574 COOPER ST SW,303,Mechanicsville,V,33.74,-84.4,4,11,2016,"33.74,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,161331868,05/12/2016,540 HUMPHRIES ST SW,303,Mechanicsville,V,33.74,-84.4,5,12,2016,"33.74,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,161762126,06/24/2016,374 BASS ST SW,303,Mechanicsville,V,33.74,-84.4,6,24,2016,"33.74,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,161670968,06/15/2016,455 FULTON ST SW,303,Mechanicsville,V,33.74,-84.4,6,15,2016,"33.74,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,161610089,06/09/2016,540 HUMPHRIES ST SW,303,Mechanicsville,V,33.74,-84.4,6,9,2016,"33.74,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,161602485,06/08/2016,540 HUMPHRIES ST SW,303,Mechanicsville,V,33.74,-84.4,6,8,2016,"33.74,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,161602574,06/08/2016,540 HUMPHRIES ST SW,303,Mechanicsville,V,33.74,-84.4,6,8,2016,"33.74,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,162111319,07/29/2016,678 GARIBALDI ST SW,303,Mechanicsville,V,33.74,-84.4,7,29,2016,"33.74,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,161972165,07/15/2016,447 IRA ST SW,303,Mechanicsville,V,33.74,-84.4,7,15,2016,"33.74,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,161850025,07/03/2016,259 RICHARDSON ST SW,303,Mechanicsville,V,33.74,-84.4,7,3,2016,"33.74,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,162361363,08/23/2016,300 GLENN STREET SW,303,Mechanicsville,V,33.74,-84.4,8,23,2016,"33.74,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,162281888,08/15/2016,505 FULTON ST SW,303,Mechanicsville,V,33.74,-84.4,8,15,2016,"33.74,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,162162726,08/04/2016,540 HUMPHRIES ST SW,303,Mechanicsville,V,33.74,-84.4,8,4,2016,"33.74,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,162491177,09/05/2016,585 MCDANIEL ST SW,303,Mechanicsville,V,33.74,-84.4,9,5,2016,"33.74,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,163250263,11/20/2016,23 LARKIN PL SW,507,Castleberry Hill,M,33.75,-84.4,11,20,2016,"33.75,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,163153130,11/10/2016,21 LARKIN PL SW,507,Castleberry Hill,M,33.75,-84.4,11,10,2016,"33.75,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,160292043,01/29/2016,333 NELSON ST SW,507,Castleberry Hill,M,33.75,-84.4,1,29,2016,"33.75,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,160292798,01/29/2016,333 NELSON ST SW,507,Castleberry Hill,M,33.75,-84.4,1,29,2016,"33.75,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,160202393,01/20/2016,445 MARKHAM STREET SW,507,Castleberry Hill,M,33.75,-84.4,1,20,2016,"33.75,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,160193051,01/19/2016,445 MARKHAM ST SW,507,Castleberry Hill,M,33.75,-84.4,1,19,2016,"33.75,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,160161427,01/16/2016,400 MARKHAM ST SW,507,Castleberry Hill,M,33.75,-84.4,1,16,2016,"33.75,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,160080416,01/08/2016,445 MARKHAM ST SW,507,Castleberry Hill,M,33.75,-84.4,1,8,2016,"33.75,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,160073120,01/07/2016,23 LARKIN PL SW,507,Castleberry Hill,M,33.75,-84.4,1,7,2016,"33.75,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,160020941,01/02/2016,425 CHAPEL ST SW,507,Castleberry Hill,M,33.75,-84.4,1,2,2016,"33.75,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,160012039,01/01/2016,23 LARKIN PL SW,507,Castleberry Hill,M,33.75,-84.4,1,1,2016,"33.75,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,160592481,02/28/2016,425 CHAPEL ST SW,507,Castleberry Hill,M,33.75,-84.4,2,28,2016,"33.75,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,160321586,02/01/2016,518 BECKWITH CT SW,101,Atlanta University Center,T,33.75,-84.4,2,1,2016,"33.75,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,161213042,04/30/2016,170 NORTHSIDE DR SW,507,Castleberry Hill,M,33.75,-84.4,4,30,2016,"33.75,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,160990763,04/08/2016,376 NELSON ST SW,507,Castleberry Hill,M,33.75,-84.4,4,8,2016,"33.75,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,160950898,04/04/2016,335 PETERS ST SW,507,Castleberry Hill,M,33.75,-84.4,4,4,2016,"33.75,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,161521187,05/31/2016,234 MEMORIAL DR SW,512,Downtown,M,33.75,-84.4,5,31,2016,"33.75,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,161401886,05/19/2016,432 BECKWITH CT SW,101,Atlanta University Center,T,33.75,-84.4,5,19,2016,"33.75,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,161271834,05/06/2016,170 NORTHSIDE DR SW,507,Castleberry Hill,M,33.75,-84.4,5,6,2016,"33.75,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,161222440,05/01/2016,320 PETERS ST SW,507,Castleberry Hill,M,33.75,-84.4,5,1,2016,"33.75,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,161732896,06/21/2016,425 CHAPEL ST SW,507,Castleberry Hill,M,33.75,-84.4,6,21,2016,"33.75,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,162070987,07/25/2016,333 NELSON ST,507,Castleberry Hill,M,33.75,-84.4,7,25,2016,"33.75,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,162372215,08/24/2016,23 LARKIN PL SW,507,Castleberry Hill,M,33.75,-84.4,8,24,2016,"33.75,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,162190841,08/06/2016,445 MARKHAM ST SW,507,Castleberry Hill,M,33.75,-84.4,8,6,2016,"33.75,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,162550538,09/11/2016,445 MARKHAM ST SW,507,Castleberry Hill,M,33.75,-84.4,9,11,2016,"33.75,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,162551202,09/11/2016,234 MEMORIAL DR SW,512,Downtown,M,33.75,-84.4,9,11,2016,"33.75,-84.4",,,,,,4,store count
BURGLARY-RESIDENCE,163131256,11/08/2016,768 E CONFEDERATE AVE SE,607,Ormewood Park,W,33.73,-84.36,11,8,2016,"33.73,-84.36",,,,,,2,store count
BURGLARY-RESIDENCE,163421897,12/07/2016,907 EDEN AVE SE,607,Ormewood Park,W,33.73,-84.36,12,7,2016,"33.73,-84.36",,,,,,2,store count
BURGLARY-RESIDENCE,160823206,03/22/2016,929 CONFEDERATE CT SE,607,Ormewood Park,W,33.73,-84.36,3,22,2016,"33.73,-84.36",,,,,,2,store count
BURGLARY-RESIDENCE,160642470,03/04/2016,804 ELOISE CT SE,605,Grant Park,W,33.73,-84.36,3,4,2016,"33.73,-84.36",,,,,,2,store count
BURGLARY-RESIDENCE,161441755,05/23/2016,908 EMERSON AVE SE,607,Ormewood Park,W,33.73,-84.36,5,23,2016,"33.73,-84.36",,,,,,2,store count
BURGLARY-RESIDENCE,161652720,06/13/2016,1021 AVONDALE AVE SE,607,Boulevard Heights,W,33.73,-84.36,6,13,2016,"33.73,-84.36",,,,,,2,store count
BURGLARY-RESIDENCE,161561455,06/04/2016,909 CONFEDERATE AVE SE,605,Grant Park,W,33.73,-84.36,6,4,2016,"33.73,-84.36",,,,,,2,store count
BURGLARY-RESIDENCE,162091650,07/27/2016,947 DELMAR AVE SE,607,Ormewood Park,W,33.73,-84.36,7,27,2016,"33.73,-84.36",,,,,,2,store count
BURGLARY-RESIDENCE,162380355,08/25/2016,904 CONFEDERATE CT SE,607,Ormewood Park,W,33.73,-84.36,8,25,2016,"33.73,-84.36",,,,,,2,store count
BURGLARY-RESIDENCE,162190960,08/06/2016,794 ORMEWOOD AVE SE,605,Grant Park,W,33.73,-84.36,8,6,2016,"33.73,-84.36",,,,,,2,store count
BURGLARY-RESIDENCE,162592553,09/15/2016,989 WALKER AVE SE,607,Ormewood Park,W,33.73,-84.36,9,15,2016,"33.73,-84.36",,,,,,2,store count
BURGLARY-RESIDENCE,162540406,09/10/2016,915 CONFEDERATE CT SE,607,Ormewood Park,W,33.73,-84.36,9,10,2016,"33.73,-84.36",,,,,,2,store count
BURGLARY-RESIDENCE,162462664,09/02/2016,876 EDEN AVE SE,607,Ormewood Park,W,33.73,-84.36,9,2,2016,"33.73,-84.36",,,,,,2,store count
BURGLARY-RESIDENCE,162792060,10/05/2016,1325 NEWTON AVE SE,612,East Atlanta,W,33.74,-84.34,10,5,2016,"33.74,-84.34",,,,,,3,store count
BURGLARY-RESIDENCE,163091128,11/04/2016,1411 NEWTON AVE SE,612,East Atlanta,W,33.74,-84.34,11,4,2016,"33.74,-84.34",,,,,,3,store count
BURGLARY-RESIDENCE,160132567,01/13/2016,467 BLAKE AVE SE,612,East Atlanta,W,33.74,-84.34,1,13,2016,"33.74,-84.34",,,,,,3,store count
BURGLARY-RESIDENCE,160100894,01/10/2016,1434 VAN VLECK AVE SE,612,East Atlanta,W,33.74,-84.34,1,10,2016,"33.74,-84.34",,,,,,3,store count
BURGLARY-RESIDENCE,163621434,12/27/2016,1497 NEWTON AVE SE,612,East Atlanta,W,33.74,-84.34,12,27,2016,"33.74,-84.34",,,,,,3,store count
BURGLARY-RESIDENCE,160741681,03/14/2016,1513 GLENWOOD AVE SE,612,East Atlanta,W,33.74,-84.34,3,14,2016,"33.74,-84.34",,,,,,3,store count
BURGLARY-RESIDENCE,162000685,07/18/2016,448 E SIDE AVE SE,612,East Atlanta,W,33.74,-84.34,7,18,2016,"33.74,-84.34",,,,,,3,store count
BURGLARY-RESIDENCE,162000934,07/18/2016,1376 NEWTON AVE SE,612,East Atlanta,W,33.74,-84.34,7,18,2016,"33.74,-84.34",,,,,,3,store count
BURGLARY-RESIDENCE,161961024,07/14/2016,1556 VAN EPPS ST SE,612,East Atlanta,W,33.74,-84.34,7,14,2016,"33.74,-84.34",,,,,,3,store count
BURGLARY-RESIDENCE,162260908,08/13/2016,1531 NEWTON AVE SE,612,East Atlanta,W,33.74,-84.34,8,13,2016,"33.74,-84.34",,,,,,3,store count
BURGLARY-RESIDENCE,162941282,10/20/2016,2909 3RD AVE SW,311,Hammond Park,X,33.68,-84.41,10,20,2016,"33.68,-84.41",,,,,,3,store count
BURGLARY-RESIDENCE,162911710,10/17/2016,532 CLEVELAND AVE SW,311,Hammond Park,X,33.68,-84.41,10,17,2016,"33.68,-84.41",,,,,,3,store count
BURGLARY-RESIDENCE,163231215,11/18/2016,532 CLEVELAND AVE. SW,311,Hammond Park,X,33.68,-84.41,11,18,2016,"33.68,-84.41",,,,,,3,store count
BURGLARY-RESIDENCE,160182573,01/18/2016,532 CLEVELAND AVE SW,311,Hammond Park,X,33.68,-84.41,1,18,2016,"33.68,-84.41",,,,,,3,store count
BURGLARY-RESIDENCE,160552999,02/24/2016,532 CLEVELAND AVE SW,311,Hammond Park,X,33.68,-84.41,2,24,2016,"33.68,-84.41",,,,,,3,store count
BURGLARY-RESIDENCE,160481036,02/17/2016,532 CLEVELAND AVE SW,311,Hammond Park,X,33.68,-84.41,2,17,2016,"33.68,-84.41",,,,,,3,store count
BURGLARY-RESIDENCE,160412986,02/10/2016,532 CLEVELAND AVE SW,311,Hammond Park,X,33.68,-84.41,2,10,2016,"33.68,-84.41",,,,,,3,store count
BURGLARY-RESIDENCE,160990505,04/08/2016,532 CLEVELAND AVE SW,311,Hammond Park,X,33.68,-84.41,4,8,2016,"33.68,-84.41",,,,,,3,store count
BURGLARY-RESIDENCE,161452241,05/24/2016,2910 3RD AVE SW,311,Hammond Park,X,33.68,-84.41,5,24,2016,"33.68,-84.41",,,,,,3,store count
BURGLARY-RESIDENCE,161442635,05/23/2016,532 CLEVELAND AVE SW,311,Hammond Park,X,33.68,-84.41,5,23,2016,"33.68,-84.41",,,,,,3,store count
BURGLARY-RESIDENCE,161381196,05/17/2016,532 CLEVELAND AVE SW,311,Hammond Park,X,33.68,-84.41,5,17,2016,"33.68,-84.41",,,,,,3,store count
BURGLARY-RESIDENCE,162741334,09/30/2016,532 CLEVELAND AVE SW,311,Hammond Park,X,33.68,-84.41,9,30,2016,"33.68,-84.41",,,,,,3,store count
BURGLARY-RESIDENCE,162722717,09/28/2016,501 CONNELL AVE SW,309,Perkerson,X,33.68,-84.41,9,28,2016,"33.68,-84.41",,,,,,3,store count
BURGLARY-RESIDENCE,162571887,09/13/2016,532 CLEVELAND AVE SW,311,Hammond Park,X,33.68,-84.41,9,13,2016,"33.68,-84.41",,,,,,3,store count
BURGLARY-RESIDENCE,162451176,09/01/2016,532 CLEVELAND AVE SW,311,Hammond Park,X,33.68,-84.41,9,1,2016,"33.68,-84.41",,,,,,3,store count
BURGLARY-RESIDENCE,163320094,11/27/2016,3424 ELMTREE DR SW           ,406,Green Acres Valley,I,33.73,-84.5,11,27,2016,"33.73,-84.5",,,,,,4,store count
BURGLARY-RESIDENCE,160561853,02/25/2016,969 BURNT HICKORY DR SW,406,Green Acres Valley,I,33.73,-84.5,2,25,2016,"33.73,-84.5",,,,,,4,store count
BURGLARY-RESIDENCE,160423269,02/11/2016,3423 ELMTREE DR SW,406,Green Acres Valley,I,33.73,-84.5,2,11,2016,"33.73,-84.5",,,,,,4,store count
BURGLARY-RESIDENCE,161041880,04/13/2016,3377 ELMTREE DR SW,406,Green Acres Valley,I,33.73,-84.5,4,13,2016,"33.73,-84.5",,,,,,4,store count
BURGLARY-RESIDENCE,162551458,09/11/2016,3378 ELMTREE DR SW,406,Green Acres Valley,I,33.73,-84.5,9,11,2016,"33.73,-84.5",,,,,,4,store count
BURGLARY-RESIDENCE,163130713,11/08/2016,557 CEDAR AVE NW,109,Center Hill,J,33.77,-84.47,11,8,2016,"33.77,-84.47",,,,,,4,store count
BURGLARY-RESIDENCE,160020955,01/02/2016,566 CEDAR AVE NW,109,Center Hill,J,33.77,-84.47,1,2,2016,"33.77,-84.47",,,,,,4,store count
BURGLARY-RESIDENCE,163511599,12/16/2016,612 ROBERT ST NW,109,Center Hill,J,33.77,-84.47,12,16,2016,"33.77,-84.47",,,,,,4,store count
BURGLARY-RESIDENCE,160350004,02/04/2016,553 COMMERCIAL AVE NW AVE NW,109,Center Hill,J,33.77,-84.47,2,4,2016,"33.77,-84.47",,,,,,4,store count
BURGLARY-RESIDENCE,160940666,04/03/2016,595 WOODS DR NW,109,Center Hill,J,33.77,-84.47,4,3,2016,"33.77,-84.47",,,,,,4,store count
BURGLARY-RESIDENCE,161252024,05/04/2016,2512 OLDKNOW DR NW,109,Center Hill,J,33.77,-84.47,5,4,2016,"33.77,-84.47",,,,,,4,store count
BURGLARY-RESIDENCE,161781405,06/26/2016,2597 BAKER RIDGE DR NW,112,Collier Heights,I,33.77,-84.47,6,26,2016,"33.77,-84.47",,,,,,4,store count
BURGLARY-RESIDENCE,161761608,06/24/2016,526 HAMILTON E HOLMES DR NW,112,Collier Heights,I,33.77,-84.47,6,24,2016,"33.77,-84.47",,,,,,4,store count
BURGLARY-RESIDENCE,161602843,06/08/2016,2597 BAKER RIDGE DR NW,112,Collier Heights,I,33.77,-84.47,6,8,2016,"33.77,-84.47",,,,,,4,store count
BURGLARY-RESIDENCE,161552253,06/03/2016,593 CEDAR AVE NW,109,Center Hill,J,33.77,-84.47,6,3,2016,"33.77,-84.47",,,,,,4,store count
BURGLARY-RESIDENCE,162381702,08/25/2016,2662 HOOD AVE NW,109,Center Hill,J,33.77,-84.47,8,25,2016,"33.77,-84.47",,,,,,4,store count
BURGLARY-RESIDENCE,162222143,08/09/2016,2429 BAKER RD NW,109,Center Hill,J,33.77,-84.47,8,9,2016,"33.77,-84.47",,,,,,4,store count
BURGLARY-RESIDENCE,162162171,08/03/2016,666 HAMILTON E HOLMES DR NW,112,Collier Heights,I,33.77,-84.47,8,3,2016,"33.77,-84.47",,,,,,4,store count
BURGLARY-RESIDENCE,163001781,10/26/2016,1235 MOUNT PARAN RD NW,202,Mt. Paran/Northside,A,33.87,-84.42,10,26,2016,"33.87,-84.42",,,,,,4,store count
BURGLARY-RESIDENCE,163131150,11/08/2016,4336 MOUNT PARAN PKWY NW,202,Mt. Paran Parkway,A,33.87,-84.42,11,8,2016,"33.87,-84.42",,,,,,4,store count
BURGLARY-RESIDENCE,160272395,01/27/2016,4245 CONWAY VALLEY RD NW,202,Mt. Paran/Northside,A,33.87,-84.42,1,27,2016,"33.87,-84.42",,,,,,4,store count
BURGLARY-RESIDENCE,160212326,01/21/2016,1175 W CONWAY DR NW,202,Mt. Paran/Northside,A,33.87,-84.42,1,21,2016,"33.87,-84.42",,,,,,4,store count
BURGLARY-RESIDENCE,162161764,08/03/2016,1170 MOUNT PARAN RD NW,202,Mt. Paran/Northside,A,33.87,-84.42,8,3,2016,"33.87,-84.42",,,,,,4,store count
BURGLARY-RESIDENCE,162651255,09/21/2016,4075 GLEN DEVON DR NW,202,Mt. Paran/Northside,A,33.87,-84.42,9,21,2016,"33.87,-84.42",,,,,,4,store count
BURGLARY-RESIDENCE,163001854,10/26/2016,1720 FOREST LAKES AVE SE,611,The Villages at East Lake,O,33.74,-84.31,10,26,2016,"33.74,-84.31",,,,,,3,store count
BURGLARY-RESIDENCE,162932568,10/19/2016,460 E LAKE BLVD SE,611,The Villages at East Lake,O,33.74,-84.31,10,19,2016,"33.74,-84.31",,,,,,3,store count
BURGLARY-RESIDENCE,162802103,10/06/2016,310 GREENHAVEN DR SE,611,The Villages at East Lake,O,33.74,-84.31,10,6,2016,"33.74,-84.31",,,,,,3,store count
BURGLARY-RESIDENCE,162802775,10/06/2016,1111 GREENHAVEN DR SE,611,The Villages at East Lake,O,33.74,-84.31,10,6,2016,"33.74,-84.31",,,,,,3,store count
BURGLARY-RESIDENCE,163162922,11/12/2016,115 GREENHAVEN DR,611,The Villages at East Lake,O,33.74,-84.31,11,12,2016,"33.74,-84.31",,,,,,3,store count
BURGLARY-RESIDENCE,163161129,11/11/2016,3100 LINKS DR SE,611,The Villages at East Lake,O,33.74,-84.31,11,11,2016,"33.74,-84.31",,,,,,3,store count
BURGLARY-RESIDENCE,163132989,11/08/2016,824 GREENHAVEN DR SE,611,The Villages at East Lake,O,33.74,-84.31,11,8,2016,"33.74,-84.31",,,,,,3,store count
BURGLARY-RESIDENCE,160112035,01/11/2016,822 GREENHAVEN DR SE,611,The Villages at East Lake,O,33.74,-84.31,1,11,2016,"33.74,-84.31",,,,,,3,store count
BURGLARY-RESIDENCE,160492195,02/18/2016,1611 FOREST LAKES AVE SE,611,The Villages at East Lake,O,33.74,-84.31,2,18,2016,"33.74,-84.31",,,,,,3,store count
BURGLARY-RESIDENCE,160462103,02/15/2016,1717 FOREST LAKES AVE SE,611,The Villages at East Lake,O,33.74,-84.31,2,15,2016,"33.74,-84.31",,,,,,3,store count
BURGLARY-RESIDENCE,160831075,03/23/2016,1611 FOREST LAKES AVE SE,611,The Villages at East Lake,O,33.74,-84.31,3,23,2016,"33.74,-84.31",,,,,,3,store count
BURGLARY-RESIDENCE,160921272,04/01/2016,425 GREENHAVEN DR SE,611,The Villages at East Lake,O,33.74,-84.31,4,1,2016,"33.74,-84.31",,,,,,3,store count
BURGLARY-RESIDENCE,161511904,05/30/2016,210 GREENHAVEN DR SE,611,The Villages at East Lake,O,33.74,-84.31,5,30,2016,"33.74,-84.31",,,,,,3,store count
BURGLARY-RESIDENCE,161693177,06/17/2016,133 GREENHAVEN DR SE,611,The Villages at East Lake,O,33.74,-84.31,6,17,2016,"33.74,-84.31",,,,,,3,store count
BURGLARY-RESIDENCE,162031026,07/21/2016,1300 FOREST LAKES AVE SE,611,The Villages at East Lake,O,33.74,-84.31,7,21,2016,"33.74,-84.31",,,,,,3,store count
BURGLARY-RESIDENCE,162392524,08/26/2016,2389 GLENWOOD AVE SE,611,East Lake,O,33.74,-84.31,8,26,2016,"33.74,-84.31",,,,,,3,store count
BURGLARY-RESIDENCE,162742502,09/30/2016,210 GREENHAVEN DR SE,611,The Villages at East Lake,O,33.74,-84.31,9,30,2016,"33.74,-84.31",,,,,,3,store count
