crime,number,date,location,beat,neighborhood,npu,lat,long,Month,Day,Year
ROBBERY-PEDESTRIAN,160650487,03/05/2016,477 PEACHTREE ST NE,509,Downtown,M,33.76764,-84.38524,03,05,2016
AGG ASSAULT,160650530,03/05/2016,2367 CASCADE RD SW,406,Cascade Heights,I,33.72211,-84.46611,03,05,2016
LARCENY-FROM VEHICLE,160650537,03/05/2016,1052 W PEACHTREE STREET,503,Midtown,E,33.78326,-84.38783000000001,03,05,2016
LARCENY-FROM VEHICLE,160650564,03/05/2016,2115 FAULKNER,212,Lindridge/Martin Manor,F,33.81215,-84.35766,03,05,2016
ROBBERY-PEDESTRIAN,160650599,03/05/2016,3276 NORTHSIDE PKWY NW,201,,C,33.84463,-84.42576,03,05,2016
BURGLARY-NONRES,160650611,03/05/2016,1742 HOWELL MILL RD NW,204,Underwood Hills,D,33.80151,-84.41587,03,05,2016
LARCENY-FROM VEHICLE,160650637,03/05/2016,3379 EISENHOWER CIR SE,313,South River Gardens,Z,33.65847,-84.35639,03,05,2016
BURGLARY-NONRES,160650682,03/05/2016,1925 MONROE DR NE,212,Piedmont Heights,F,33.808040000000005,-84.37411999999999,03,05,2016
LARCENY-FROM VEHICLE,160650742,03/05/2016,188 14TH ST NE @COLONY SQUARE,502,Midtown,E,33.78663,-84.38139,03,05,2016
BURGLARY-NONRES,160650747,03/05/2016,1038 N HIGHLAND AVE NE,601,Virginia Highland,F,33.78287,-84.35477,03,05,2016
BURGLARY-NONRES,160650761,03/05/2016,3030 HEADLAND DR SW,411,Greenbriar,R,33.68841,-84.48742,03,05,2016
AUTO THEFT,160650767,03/05/2016,415 FAIRBURN RD SW,407,Fairburn Mays,H,33.74349,-84.50968,03,05,2016
AUTO THEFT,160650784,03/05/2016,921 WESTMORELAND CIR NW,110,West Highlands,G,33.789559999999994,-84.44919,03,05,2016
LARCENY-FROM VEHICLE,160650833,03/05/2016,244 13TH ST NE,503,Midtown,E,33.78545,-84.37971999999999,03,05,2016
AUTO THEFT,160650931,03/05/2016,267 PEYTON PL SW,405,Harland Terrace,I,33.74912,-84.47476999999999,03,05,2016
LARCENY-FROM VEHICLE,160650937,03/05/2016,132 MOBILE AVE NE,211,Peachtree Hills,B,33.81653,-84.38521,03,05,2016
LARCENY-FROM VEHICLE,160650939,03/05/2016,1600 ELLSWORTH INDUSTRIAL BLVD NW,203,Blandtown,D,33.79826,-84.42811,03,05,2016
LARCENY-FROM VEHICLE,160650992,03/05/2016,415 FAIRBURN RD SW,407,Fairburn Mays,H,33.74349,-84.50968,03,05,2016
AGG ASSAULT,160651017,03/05/2016,125 WILSON MILL RD SW,407,Wilson Mill Meadows,H,33.750840000000004,-84.51568,03,05,2016
AUTO THEFT,160651034,03/05/2016,91 PEYTON PL SW,405,Harland Terrace,I,33.75253,-84.47669,03,05,2016
LARCENY-FROM VEHICLE,160651200,03/05/2016,366 WILLIS MILL RD SW,405,Florida Heights,I,33.74555,-84.46642,03,05,2016
LARCENY-FROM VEHICLE,160651313,03/05/2016,745 FOUNTAINHEAD LN NE,211,Lindbergh/Morosgo,B,33.81912,-84.36408,03,05,2016
LARCENY-NON VEHICLE,160651322,03/05/2016,760 KENNOLIA DR SW,404,Westwood Terrace,I,33.734320000000004,-84.4487,03,05,2016
LARCENY-FROM VEHICLE,160651331,03/05/2016,696 CLEBURNE TER NE ,602,Poncey-Highland,N,33.77349,-84.3536,03,05,2016
LARCENY-FROM VEHICLE,160651345,03/05/2016,270 15TH ST NE,502,Ansley Park,E,33.78862,-84.37798000000001,03,05,2016
LARCENY-FROM VEHICLE,160651379,03/05/2016,1082 HUFF RD NW,203,Blandtown,D,33.78904,-84.42284000000001,03,05,2016
AUTO THEFT,160651402,03/05/2016,1154 LUCILE AVE SW,401,West End,T,33.74221,-84.42568,03,05,2016
LARCENY-FROM VEHICLE,160651483,03/05/2016,2001 PEACHTREE RD NE,207,,E,33.809020000000004,-84.39246999999999,03,05,2016
LARCENY-NON VEHICLE,160651507,03/05/2016,384 WOODWARD WAY NW,205,,C,33.81596,-84.4035,03,05,2016
LARCENY-FROM VEHICLE,160651546,03/05/2016,1808 ELLEN ST NW,203,Hills Park,D,33.80467,-84.44548,03,05,2016
LARCENY-FROM VEHICLE,160651589,03/05/2016,3450 BENJAMIN E MAYS DR SW @APS MAYS HS,407,Mays,H,33.73364,-84.50386,03,05,2016
LARCENY-FROM VEHICLE,160651598,03/05/2016,1098 WASHITA AVE,602,Inman Park,N,33.76336,-84.35231999999999,03,05,2016
LARCENY-FROM VEHICLE,160651601,03/05/2016,3330 MARTIN L KING JR DR SW,407,Adamsville,H,33.75392,-84.49736,03,05,2016
BURGLARY-RESIDENCE,160651612,03/05/2016,415 FAIRBURN RD SW,407,Fairburn Mays,H,33.74349,-84.50968,03,05,2016
AUTO THEFT,160651628,03/05/2016,1739 MARTIN L KING JR DR NW,104,Mozley Park,K,33.75144,-84.44382,03,05,2016
BURGLARY-RESIDENCE,160651663,03/05/2016,612 MCAFEE ST NW,504,Downtown,M,33.76846,-84.39465,03,05,2016
RAPE,160651696,03/05/2016,2734 SANTA BARBARA DRIVE NW ,112,Harland Terrace,I,33.75404,-84.46876,03,05,2016
LARCENY-FROM VEHICLE,160651781,03/05/2016,466 COLLIER RD NW,205,Collier Hills North,C,33.81005,-84.40227,03,05,2016
LARCENY-FROM VEHICLE,160651789,03/05/2016,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,411,Greenbriar,R,33.68845,-84.49328,03,05,2016
LARCENY-FROM VEHICLE,160651802,03/05/2016,135 W WIEUCA RD NW ,202,Chastain Park,A,33.87583,-84.39200000000001,03,05,2016
LARCENY-NON VEHICLE,160651820,03/05/2016,3201 CAINS HILL PL NW,206,South Tuxedo Park,B,33.84192,-84.38006999999999,03,05,2016
LARCENY-FROM VEHICLE,160651941,03/05/2016,684 JOHN WESLEY DOBBS AVE NE @BELTLINE BUSINESS,604,Old Fourth Ward,M,33.7598,-84.36443,03,05,2016
LARCENY-FROM VEHICLE,160651946,03/05/2016,4336 WHITEWATER CREEK RD NW ,202,Whitewater Creek,A,33.87412,-84.43791,03,05,2016
AGG ASSAULT,160651967,03/05/2016,1167 JOSEPH E BOONE BLVD NW,106,Bankhead,K,33.76378,-84.42565,03,05,2016
LARCENY-FROM VEHICLE,160652053,03/05/2016,4472 CAMPBELLTON RD SW,413,Elmco Estates,P,33.69572,-84.53464,03,05,2016
LARCENY-NON VEHICLE,160652064,03/05/2016,1225 CAROLINE ST NE ,609,Edgewood,O,33.75605,-84.34813,03,05,2016
BURGLARY-RESIDENCE,160652114,03/05/2016,653 BOULEVARD NE,603,Old Fourth Ward,M,33.77244,-84.37129,03,05,2016
ROBBERY-PEDESTRIAN,160652134,03/05/2016,2075 CAMPBELLTON RD SW,409,Adams Park,R,33.70713,-84.45636999999999,03,05,2016
LARCENY-FROM VEHICLE,160652149,03/05/2016,2 DANIEL ST SE ,604,Old Fourth Ward,M,33.7541,-84.37111,03,05,2016
LARCENY-FROM VEHICLE,160652191,03/05/2016,75 MARTIN L KING JR DR SW,511,Downtown,M,33.75119,-84.38996,03,05,2016
LARCENY-FROM VEHICLE,160652239,03/05/2016,2841 GREENBRIAR PKWY SW @JP ALLEN GREENBRIAR,411,Greenbriar,R,33.68677,-84.49773,03,05,2016
AUTO THEFT,160652255,03/05/2016,2980 PIEDMONT RD NE,206,Garden Hills,B,33.83597,-84.36893,03,05,2016
AUTO THEFT,160652258,03/05/2016,3393 PEACHTREE RD NE,210,Lenox,B,33.846759999999996,-84.36211999999999,03,05,2016
LARCENY-NON VEHICLE,160652304,03/05/2016,1380 ATLANTIC DR NW,501,Atlantic Station,E,33.79293,-84.3975,03,05,2016
LARCENY-FROM VEHICLE,160652320,03/05/2016,3030 HEADLAND DR SW,411,Greenbriar,R,33.68841,-84.48742,03,05,2016
AUTO THEFT,160652354,03/05/2016,3260 DONALD LEE HOLLOWELL PKWY NW,114,Bankhead/Bolton,H,33.78735,-84.49452,03,05,2016
LARCENY-NON VEHICLE,160652362,03/05/2016,508 MAIN ST NE,211,Lindbergh/Morosgo,B,33.8227,-84.37056,03,05,2016
BURGLARY-RESIDENCE,160652532,03/05/2016,1791 S GORDON ST SW,404,Westwood Terrace,I,33.738620000000004,-84.44696,03,05,2016
LARCENY-NON VEHICLE,160652603,03/05/2016,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278,03,05,2016
LARCENY-NON VEHICLE,160652610,03/05/2016,1700 MONROE DR NE @KROGER - MONROE,213,Piedmont Heights,F,33.80052,-84.37307,03,05,2016
LARCENY-FROM VEHICLE,160652620,03/05/2016,349 DECATUR ST SE,604,Sweet Auburn,M,33.74993,-84.37706,03,05,2016
AUTO THEFT,160652633,03/05/2016,1885 JONESBORO RD SE,307,Lakewood Heights,Y,33.7032,-84.37701,03,05,2016
LARCENY-NON VEHICLE,160652703,03/05/2016,1783 JOHNSON RD NW,110,Rockdale,G,33.785470000000004,-84.44593,03,05,2016
BURGLARY-RESIDENCE,160652785,03/05/2016,1770 RICHMOND CIR SE,307,Lakewood Heights,Y,33.70695,-84.37414,03,05,2016
AGG ASSAULT,160652805,03/05/2016,755 HANK AARON DR SW @TURNER FIELD,304,Summerhill,V,33.73624,-84.389,03,05,2016
AGG ASSAULT,160652822,03/05/2016,3787 MARTIN L KING JR DR NW,114,Old Gordon,H,33.76733,-84.51217,03,05,2016
AUTO THEFT,160652847,03/05/2016,1960 RAMBLING DR SW,306,Sylvan Hills,X,33.70142,-84.40545,03,05,2016
LARCENY-NON VEHICLE,160641498,03/05/2016,235 PEACHTREE SR,508,Downtown,M,33.76044,-84.38701999999999,03,05,2016
LARCENY-NON VEHICLE,160641604,03/04/2016,21 FERRY LANDING LN NW,206,South Tuxedo Park,B,33.84413,-84.38245,03,04,2016
ROBBERY-PEDESTRIAN,160641614,03/04/2016,55 MAPLE ST NW,102,Vine City,L,33.75569,-84.40528,03,04,2016
BURGLARY-RESIDENCE,160641800,03/04/2016,1831 SHEPHERD CIR SW,410,Pomona Park,R,33.705020000000005,-84.4519,03,04,2016
ROBBERY-PEDESTRIAN,160641849,03/04/2016,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278,03,04,2016
ROBBERY-PEDESTRIAN,160641957,03/04/2016,2800 GRAND AVE SW,311,Hammond Park,X,33.678540000000005,-84.39994,03,04,2016
AUTO THEFT,160642095,03/04/2016,645 SHELTON AVE SW,301,Adair Park,V,33.73495,-84.40898,03,04,2016
AUTO THEFT,160642148,03/04/2016,1955 CAMPBELLTON RD SW,408,Venetian Hills,S,33.70864,-84.45303,03,04,2016
BURGLARY-RESIDENCE,160642223,03/04/2016,1103 ASTOR AVE SW,306,Sylvan Hills,X,33.70171,-84.42473000000001,03,04,2016
LARCENY-FROM VEHICLE,160642299,03/04/2016,920 SOCIETY CIR SW,407,Mays,H,33.74698,-84.50076,03,04,2016
LARCENY-NON VEHICLE,160642305,03/04/2016,3730 CARMIA DR SW @PUBLIX - CARMIA,414,Princeton Lakes,P,33.65573,-84.5109,03,04,2016
ROBBERY-PEDESTRIAN,160642375,03/04/2016,775 JOSEPH E BOONE BLVD NW,103,English Avenue,L,33.763690000000004,-84.41282,03,04,2016
LARCENY-NON VEHICLE,160642378,03/04/2016,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278,03,04,2016
ROBBERY-PEDESTRIAN,160642404,03/04/2016,1150 COLLIER RD NW,204,Underwood Hills,D,33.81119,-84.42499000000001,03,04,2016
LARCENY-NON VEHICLE,160642414,03/04/2016,231 18TH ST NW,501,Atlantic Station,E,33.79275,-84.39544000000001,03,04,2016
BURGLARY-RESIDENCE,160642470,03/04/2016,804 ELOISE CT SE,605,Grant Park,W,33.73444,-84.36103,03,04,2016
BURGLARY-RESIDENCE,160642580,03/04/2016,1194 CASCADE RD SW,408,Cascade Avenue/Road,S,33.72275,-84.45061,03,04,2016
BURGLARY-RESIDENCE,160642597,03/04/2016,1472 AVON AVE SW,403,Venetian Hills,S,33.72225,-84.4361,03,04,2016
LARCENY-FROM VEHICLE,160642664,03/04/2016,2155 BROOKVIEW DR NW,205,Wildwood (NPU-C),C,33.81711,-84.41936,03,04,2016
LARCENY-FROM VEHICLE,160642670,03/04/2016,1503 MARKAN DR NE,213,,,33.79464,-84.34321,03,04,2016
LARCENY-NON VEHICLE,160642961,03/04/2016,12 BROAD ST SW,511,Downtown,M,33.7532,-84.39201,03,04,2016
LARCENY-FROM VEHICLE,160642973,03/04/2016,3393 PEACHTREE RD NE,210,Lenox,B,33.846759999999996,-84.36211999999999,03,04,2016
LARCENY-FROM VEHICLE,160643024,03/04/2016,269 FAIRBURN RD NW,111,Adamsville,H,33.76228,-84.50259,03,04,2016
BURGLARY-RESIDENCE,160643210,03/04/2016,3466 FAIRLANE DR NW,114,Fairburn Heights,H,33.766729999999995,-84.50059,03,04,2016
AUTO THEFT,160643244,03/04/2016,1176 CHATTAHOOCHEE AVE NW,203,Blandtown,D,33.80058,-84.42560999999999,03,04,2016
BURGLARY-RESIDENCE,160643271,03/04/2016,2006 MCLENDON AVE NE,608,Lake Claire,N,33.76489,-84.32183,03,04,2016
LARCENY-NON VEHICLE,160643273,03/04/2016,2612 STEELE AVE SW,310,Browns Mill Park,Z,33.68166,-84.3962,03,04,2016
LARCENY-NON VEHICLE,160643315,03/04/2016,866 W PEACHTREE ST NW,505,Midtown,E,33.778220000000005,-84.38772,03,04,2016
LARCENY-FROM VEHICLE,160643385,03/04/2016,3201 ATLANTA INDUSTRIAL PKWY NW,114,Atlanta Industrial Park,G,33.79198,-84.4949,03,04,2016
LARCENY-FROM VEHICLE,160643406,03/04/2016,3101 PIEDMONT RD NE,211,Peachtree Park,B,33.84075,-84.36979000000001,03,04,2016
LARCENY-FROM VEHICLE,160643435,03/04/2016,1540 MONROE DR NE,213,Morningside/Lenox Park,F,33.796440000000004,-84.36886,03,04,2016
LARCENY-NON VEHICLE,160640293,03/04/2016,1267 JOSEPH E BOONE BLVD NW,106,Bankhead,K,33.76398,-84.42895,03,04,2016
LARCENY-FROM VEHICLE,160640303,03/04/2016,1133 HUFF RD NW,203,Blandtown,D,33.78978,-84.42557,03,04,2016
AUTO THEFT,160640616,03/04/2016,1374 BOULEVARD LORRAINE ,409,Adams Park,R,33.71857,-84.45761,03,04,2016
BURGLARY-NONRES,160640787,03/04/2016,2140 PEACHTREE RD NW ,207,,C,33.81301,-84.3938,03,04,2016
LARCENY-NON VEHICLE,160640798,03/04/2016,195 BEVERLY RD NE,502,Ansley Park,E,33.79651,-84.38074,03,04,2016
AUTO THEFT,160640838,03/04/2016,3604 GINNIS RD SW,407,Fairburn Mays,H,33.731590000000004,-84.51021999999999,03,04,2016
LARCENY-FROM VEHICLE,160640951,03/04/2016,1290 WESTRIDGE RD SW,408,Venetian Hills,S,33.72019,-84.44659,03,04,2016
AUTO THEFT,160640989,03/04/2016,1833 LANGSTON AVE SW,306,Sylvan Hills,X,33.7047,-84.42029000000001,03,04,2016
LARCENY-FROM VEHICLE,160641073,03/04/2016,732 CRESTWELL CIR SW,407,Mays,H,33.74501,-84.50381999999999,03,04,2016
LARCENY-FROM VEHICLE,160641140,03/04/2016,1040 HUFF RD NW,203,Blandtown,D,33.78868,-84.42206999999999,03,04,2016
BURGLARY-NONRES,160641157,03/04/2016,19 WEATHERBY ST SE,606,Reynoldstown,N,33.7533,-84.35439000000001,03,04,2016
LARCENY-FROM VEHICLE,160641180,03/04/2016,406 ARNOLD ST NE,603,Old Fourth Ward,M,33.76542,-84.36946,03,04,2016
LARCENY-NON VEHICLE,160641209,03/04/2016,207 13TH ST NE,503,Midtown,E,33.78518,-84.38053000000001,03,04,2016
LARCENY-FROM VEHICLE,160641259,03/04/2016,1076 CENTER ST NW,501,Home Park,E,33.78409,-84.40299,03,04,2016
LARCENY-NON VEHICLE,160641309,03/04/2016,1877 SUMTER ST NW,203,Bolton,D,33.81499,-84.44988000000001,03,04,2016
LARCENY-NON VEHICLE,160641316,03/04/2016,1280 CAROLINE ST NE,609,Edgewood,O,33.759570000000004,-84.34602,03,04,2016
BURGLARY-RESIDENCE,160641327,03/04/2016,1006 WASHINGTON ST SW,304,Peoplestown,V,33.72728,-84.3907,03,04,2016
LARCENY-FROM VEHICLE,160641405,03/04/2016,300  WHITEHALL ST SW,512,Downtown,M,33.74673,-84.39771,03,04,2016
LARCENY-NON VEHICLE,160641412,03/04/2016,1295 DONNELLY AVE SW @DONNELLY GARDENS AP,402,West End,T,33.73509,-84.42905,03,04,2016
BURGLARY-RESIDENCE,160641481,03/04/2016,2830 ALSTON DR SE,611,East Lake,O,33.74525,-84.2944,03,04,2016
ROBBERY-PEDESTRIAN,160643483,03/04/2016,1212 OAKLAND DR,403,Oakland City,S,33.72184,-84.42732,03,04,2016
AUTO THEFT,160643490,03/04/2016,502 PRYOR ST SW,303,Mechanicsville,V,33.74114,-84.39442,03,04,2016
LARCENY-FROM VEHICLE,160643494,03/04/2016,665 8TH ST NW,504,Marietta Street Artery,E,33.77965,-84.40918,03,04,2016
LARCENY-FROM VEHICLE,160643548,03/04/2016,330 TANNER ST,604,Sweet Auburn,M,33.75375,-84.37646,03,04,2016
LARCENY-FROM VEHICLE,160643605,03/04/2016,342 COPENHILL AVE NE,602,Inman Park,N,33.76362,-84.35745,03,04,2016
LARCENY-FROM VEHICLE,160633514,03/04/2016,909 PONCE DE LEON AVE NE,602,Poncey-Highland,N,33.77347,-84.35767,03,04,2016
LARCENY-FROM VEHICLE,160633518,03/03/2016,2093 FAULKNER RD NE,212,Lindridge/Martin Manor,F,33.81205,-84.3574,03,03,2016
BURGLARY-RESIDENCE,160633535,03/03/2016,3200 STONE RD SW,411,Greenbriar,R,33.6697,-84.49403000000001,03,03,2016
LARCENY-NON VEHICLE,160633542,03/03/2016,2105 CAMPBELLTON RD SW ,410,Adams Park,R,33.70646,-84.45738,03,03,2016
AGG ASSAULT,160633661,03/03/2016,205 HAYGOOD AVE SE,304,Peoplestown,V,33.72602,-84.38139,03,03,2016
LARCENY-FROM VEHICLE,160630100,03/03/2016,696 JUNIPER ST NE,505,Midtown,E,33.77341,-84.38331,03,03,2016
AGG ASSAULT,160630154,03/03/2016,1505 CHATTAHOOCHEE AVE NW,204,Bolton,D,33.809059999999995,-84.43651,03,03,2016
AUTO THEFT,160630291,03/03/2016,560 WINDSOR ST SW,303,Mechanicsville,V,33.739709999999995,-84.3982,03,03,2016
AGG ASSAULT,160630396,03/03/2016,980 DILL AVE SW,301,Capitol View,X,33.71808,-84.42024,03,03,2016
LARCENY-NON VEHICLE,160630464,03/03/2016,1118 MECASLIN ST NW,501,Home Park,E,33.7853,-84.39998,03,03,2016
AGG ASSAULT,160630638,03/03/2016,2080 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.8125,-84.35516,03,03,2016
AGG ASSAULT,160630813,03/03/2016,1070 GRANT TER SE,304,Peoplestown,V,33.72501,-84.37954,03,03,2016
LARCENY-FROM VEHICLE,160630844,03/03/2016,769 NEHEMIAH LN SW,407,Mays,H,33.7413,-84.50650999999999,03,03,2016
AUTO THEFT,160630846,03/03/2016,3537 CREIGHTON RD SW,412,Mt. Gilead Woods,P,33.70026,-84.50525999999999,03,03,2016
AUTO THEFT,160630935,03/03/2016,487 LINCOLN DRIVE NW ,109,Center Hill,J,33.76879,-84.46636,03,03,2016
AGG ASSAULT,160631016,03/03/2016,2124 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.81447,-84.35486999999999,03,03,2016
AUTO THEFT,160631094,03/03/2016,178 MOURY AVE SW,305,The Villages at Carver,Y,33.71347,-84.39079,03,03,2016
AUTO THEFT,160631107,03/03/2016,1373 MARTIN LUTJER KING JR DR NW,105,Hunter Hills,K,33.75408,-84.43239,03,03,2016
LARCENY-FROM VEHICLE,160631196,03/03/2016,828 HIGHLAND LN NE,601,Virginia Highland,F,33.7742,-84.36057,03,03,2016
LARCENY-FROM VEHICLE,160631282,03/03/2016,486 PONCE DE LEON,506,Midtown,E,33.77333,-84.37335999999999,03,03,2016
BURGLARY-RESIDENCE,160631305,03/03/2016,391 DECKNER AVE SW,301,Capitol View Manor,X,33.714909999999996,-84.40068000000001,03,03,2016
BURGLARY-RESIDENCE,160631333,03/03/2016,72 FLORA AVE NE,609,Edgewood,O,33.75555,-84.34408,03,03,2016
BURGLARY-RESIDENCE,160631463,03/03/2016,235 CHAPPELL RD NW,105,Hunter Hills,K,33.761540000000004,-84.4332,03,03,2016
LARCENY-NON VEHICLE,160631577,03/03/2016,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457,03,03,2016
LARCENY-FROM VEHICLE,160631661,03/03/2016,1280 W PEACHTREE ST NW,502,Midtown,E,33.78971,-84.38812,03,03,2016
RAPE,160631747,03/03/2016,477 PEACHTREE ST,509,Downtown,M,33.75168,-84.38198,03,03,2016
BURGLARY-RESIDENCE,160631901,03/03/2016,637 QUEEN ST SW,402,West End,T,33.73772,-84.42556,03,03,2016
AUTO THEFT,160631909,03/03/2016,181 WATSON CIR SE,611,Kirkwood,O,33.74788,-84.3156,03,03,2016
LARCENY-NON VEHICLE,160631930,03/03/2016,356 MORELAND AVE SE,612,East Atlanta,W,33.74358,-84.34900999999999,03,03,2016
LARCENY-NON VEHICLE,160631974,03/03/2016,3338 PEACHTREE RD NE,208,North Buckhead,B,33.84635,-84.3684,03,03,2016
LARCENY-NON VEHICLE,160631996,03/03/2016,1748 MARIETTA RD NW,203,Hills Park,D,33.80316,-84.44429000000001,03,03,2016
LARCENY-NON VEHICLE,160632040,03/03/2016,2539 PIEDMONT RD NE ,211,Lindbergh/Morosgo,B,33.82403,-84.36328,03,03,2016
LARCENY-FROM VEHICLE,160632087,03/03/2016,1634 MCLENDON AVE NE,608,Candler Park,N,33.765,-84.33395,03,03,2016
BURGLARY-RESIDENCE,160632094,03/03/2016,1115 OAK KNOLL TER SE,307,Lakewood Heights,Y,33.708,-84.37680999999999,03,03,2016
LARCENY-FROM VEHICLE,160632204,03/03/2016,2625 PIEDMONT RD ,211,Lindbergh/Morosgo,B,33.827420000000004,-84.36532,03,03,2016
LARCENY-NON VEHICLE,160632206,03/03/2016,125 WALNUT ST SW,101,Atlanta University Center,T,33.75115,-84.40675999999999,03,03,2016
LARCENY-FROM VEHICLE,160632229,03/03/2016,2930 CASCADE RD SW,409,Cascade Heights,I,33.71975,-84.48354,03,03,2016
LARCENY-FROM VEHICLE,160632268,03/03/2016,545 HILL ST SE @APS KING MS,605,Grant Park,W,33.73871,-84.38051,03,03,2016
AUTO THEFT,160632288,03/03/2016,1483 ARTHUR LANGFORD JR PL SW,307,Joyland,Y,33.71097,-84.39789,03,03,2016
LARCENY-FROM VEHICLE,160632293,03/03/2016,180 WALKER ST SW,507,Castleberry Hill,M,33.74964,-84.40132,03,03,2016
AUTO THEFT,160632360,03/03/2016,1249 GRAPE ST SE,305,South Atlanta,Y,33.71997,-84.38468,03,03,2016
LARCENY-NON VEHICLE,160632361,03/03/2016,55 POLAR ROCK RD SW,310,Polar Rock,Z,33.69692,-84.39049,03,03,2016
LARCENY-NON VEHICLE,160632404,03/03/2016,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278,03,03,2016
AGG ASSAULT,160632406,03/03/2016,1464 SYLVAN RD SW,301,Capitol View,X,33.7149,-84.4179,03,03,2016
LARCENY-FROM VEHICLE,160632471,03/03/2016,158 PEACHTREE ST SW,512,Downtown,M,33.75007,-84.39328,03,03,2016
LARCENY-NON VEHICLE,160632579,03/03/2016,2619 DONALD LEE HOLLOWELL PKWY NW,109,Center Hill,J,33.77579,-84.47254000000001,03,03,2016
LARCENY-FROM VEHICLE,160632648,03/03/2016,3400 AROUND LENOX DR NE @AROUND LENOX,210,Lenox,B,33.84578,-84.36489,03,03,2016
LARCENY-NON VEHICLE,160632708,03/03/2016,3393 PEACHTREE RD NE,210,Lenox,B,33.846759999999996,-84.36211999999999,03,03,2016
LARCENY-FROM VEHICLE,160632777,03/03/2016,3539 NORTHSIDE PKWY NW,201,Randall Mill,A,33.85114,-84.43035,03,03,2016
BURGLARY-RESIDENCE,160632839,03/03/2016,1451 MECASLIN ST NW,207,Loring Heights,E,33.79459,-84.39969,03,03,2016
LARCENY-FROM VEHICLE,160633113,03/03/2016,1991 HOWELL MILL RD NW,205,Channing Valley,C,33.80944,-84.41286,03,03,2016
BURGLARY-RESIDENCE,160633164,03/03/2016,692 CLIFTON RD NE,608,,,33.773579999999995,-84.33084000000001,03,03,2016
LARCENY-FROM VEHICLE,160633190,03/03/2016,3535 PEACHTREE RD NE,210,Lenox,B,33.851820000000004,-84.3595,03,03,2016
LARCENY-FROM VEHICLE,160633337,03/03/2016,1150 COLLIER RD NW,204,Underwood Hills,D,33.80961,-84.42371999999999,03,03,2016
BURGLARY-RESIDENCE,160633376,03/03/2016,2920 WATERS RD SW,311,Glenrose Heights,Z,33.675290000000004,-84.39466,03,03,2016
BURGLARY-RESIDENCE,160633383,03/03/2016,2500 CENTER ST NW,113,Carey Park,G,33.78999,-84.47156,03,03,2016
LARCENY-FROM VEHICLE,160633435,03/03/2016,3655 ROSWELL RD NE,209,North Buckhead,B,33.855470000000004,-84.38135,03,03,2016
LARCENY-FROM VEHICLE,160610316,03/02/2016,703 CHURCH ST NW,109,Center Hill,J,33.77426,-84.46721,03,02,2016
AUTO THEFT,160620183,03/02/2016,1750 DEFOOR AVE NW,204,Underwood Hills,D,33.802820000000004,-84.42107,03,02,2016
AGG ASSAULT,160620231,03/02/2016,206 HARWELL PL NW,112,Collier Heights,I,33.78144,-84.49341,03,02,2016
AUTO THEFT,160620249,03/02/2016,251 JUDY LN SW,310,Browns Mill Park,Z,33.68496,-84.39568,03,02,2016
BURGLARY-NONRES,160620400,03/02/2016,3030 HEADLAND DR SW,411,Greenbriar,R,33.68947,-84.48798000000001,03,02,2016
LARCENY-FROM VEHICLE,160620635,03/02/2016,1870 MURPHY AVE SW,306,Sylvan Hills,X,33.70355,-84.42681,03,02,2016
LARCENY-NON VEHICLE,160620987,03/02/2016,1152 SPRING ST NW ,503,Midtown,E,33.78611,-84.38993,03,02,2016
AUTO THEFT,160621009,03/02/2016,392 ELVIRA ST SE,305,Chosewood Park,Y,33.71663,-84.37505999999999,03,02,2016
LARCENY-FROM VEHICLE,160621162,03/02/2016,3181 DONALD LEE HOLLOWELL PKWY NW @PETRO TRUCK STOP,113,Brookview Heights,G,33.78652,-84.49013000000001,03,02,2016
AGG ASSAULT,160621263,03/02/2016,1991 DELOWE DR SW @BRICKWOOD APTS,410,Campbellton Road,R,33.70158,-84.45855999999999,03,02,2016
LARCENY-FROM VEHICLE,160621323,03/02/2016,2914 MEMORIAL DR SE,611,East Lake,O,33.74753,-84.29124,03,02,2016
AGG ASSAULT,160621325,03/02/2016,980 CONFEDERATE CT SE,607,Ormewood Park,W,33.72953,-84.3613,03,02,2016
LARCENY-FROM VEHICLE,160621358,03/02/2016,680 FAIRBURN RD SW,407,Fairburn Mays,H,33.73563,-84.50962,03,02,2016
LARCENY-FROM VEHICLE,160621388,03/02/2016,650 NORTH AVE NE,603,Old Fourth Ward,M,33.771209999999996,-84.36478000000001,03,02,2016
LARCENY-NON VEHICLE,160621409,03/02/2016,250 FULTON ST SW,303,Mechanicsville,V,33.741820000000004,-84.39607,03,02,2016
LARCENY-NON VEHICLE,160621583,03/02/2016,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619,03,02,2016
LARCENY-FROM VEHICLE,160621619,03/02/2016,675 LINWOOD AVE NE,602,Poncey-Highland,N,33.7729,-84.35708000000001,03,02,2016
